Nº PARTE,FECHA,AÑO,MES,RANGO HORARIO,DIA SEMANA,DISTRITO,LUGAR ACCIDENTE,TIPO ACCIDENTE,Nº VICTIMAS *,CPFA Granizo,CPFA Hielo,CPFA Lluvia,CPFA Niebla,CPFA Seco,CPFA Nieve,CPSV Mojada,CPSV Aceite,CPSV Barro,CPSV Grava Suelta,CPSV Hielo,CPSV Seca Y Limpia,GRAVE,N_PERSONAS_IMPLICADAS,INCLUYE_PEATON,INCLUYE_MOTO,INCLUYE_BICI,INCLUYE_EDAD_RIESGO,HORA,ES_FINDE,ES_CRUCE,TIPO_VIA,N_VICTIMAS_LOG
2017/1515,2017-02-13,2017,2,DE 19:00 A 19:59,LUNES,MORATALAZ,CALLE DEL PICO DE LOS ARTILLEROS NUM,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,19,0,0,CALLE,0.6931471805599453
2017/1957,2017-02-13,2017,2,DE 19:00 A 19:59,LUNES,TETUAN,CALLE DE LOS ALGODONALES NUM,CAÍDA BICICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,19,0,0,CALLE,0.6931471805599453
2017/1519,2017-02-13,2017,2,DE 22:00 A 22:59,LUNES,VILLAVERDE,AVENIDA DE LOS ROSALES - CALLE DEL NIQUEL,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,1,0,0,22,0,1,AVENIDA,1.0986122886681098
2017/1520,2017-02-13,2017,2,DE 23:00 A 23:59,LUNES,CIUDAD LINEAL,CALLE DE ASCAO - CALLE DE BERASTEGUI,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,0,23,0,1,CALLE,0.6931471805599453
2017/1572,2017-02-14,2017,2,DE 7:00 A 7:59,MARTES,CARABANCHEL,CALLE DEL JACOBEO NUM,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,7,0,0,CALLE,0.6931471805599453
2017/1536,2017-02-14,2017,2,DE 7:00 A 7:59,MARTES,MORATALAZ,AVENIDA DEL MEDITERRANEO KM.,COLISIÓN MÚLTIPLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,1,0,0,7,0,0,AVENIDA,0.6931471805599453
2017/1574,2017-02-14,2017,2,DE 7:00 A 7:59,MARTES,SALAMANCA,CALLE DE BEJAR - CALLE DE CARTAGENA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,7,0,1,CALLE,0.6931471805599453
2017/1658,2017-02-14,2017,2,DE 8:00 A 8:59,MARTES,CENTRO,CALLE DE ALCALA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,1,0,8,0,0,CALLE,0.6931471805599453
2017/1538,2017-02-14,2017,2,DE 9:00 A 9:59,MARTES,SALAMANCA,CALLE DEL ALCALDE SAINZ DE BARANDA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,9,0,0,CALLE,0.6931471805599453
2017/1564,2017-02-14,2017,2,DE 10:00 A 10:59,MARTES,PUENTE DE VALLECAS,AVENIDA DE BUENOS AIRES - AVENIDA DEL PARQUE DE PALOMERAS BAJAS,COLISIÓN DOBLE,3,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,10,0,1,AVENIDA,1.3862943611198906
2017/1579,2017-02-14,2017,2,DE 11:00 A 11:59,MARTES,SAN BLAS,AUTOVIA  M-40 - AVENIDA DE CANILLEJAS A VICALVARO,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,1,11,0,1,AUTOVIA,1.0986122886681098
2017/1578,2017-02-14,2017,2,DE 12:00 A 12:59,MARTES,CARABANCHEL,CALLE DE ANTONIO LOPEZ NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,12,0,0,CALLE,0.6931471805599453
2017/1576,2017-02-14,2017,2,DE 12:00 A 12:59,MARTES,CARABANCHEL,CALLE DEL PELICANO NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,12,0,0,CALLE,0.6931471805599453
2017/2254,2017-02-14,2017,2,DE 12:00 A 12:59,MARTES,MONCLOA-ARAVACA,CUESTA DE SAN VICENTE - PLAZA DE ESPAÑA,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,12,0,1,PLAZA,1.0986122886681098
2017/1587,2017-02-14,2017,2,DE 13:00 A 13:59,MARTES,TETUAN,GLORIETA DE CUATRO CAMINOS NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,13,0,0,GLORIETA,0.6931471805599453
2017/1598,2017-02-14,2017,2,DE 14:00 A 14:59,MARTES,CENTRO,CALLE DEL MAESTRO GUERRERO NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,14,0,0,CALLE,0.6931471805599453
2017/1581,2017-02-14,2017,2,DE 14:00 A 14:59,MARTES,PUENTE DE VALLECAS,AVENIDA DE PABLO NERUDA - CALLE DEL LAGO CALAFATE,COLISIÓN DOBLE,4,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,1,14,0,1,AVENIDA,1.6094379124341003
2017/1560,2017-02-14,2017,2,DE 15:00 A 15:59,MARTES,SAN BLAS,CALLE DE SAJONIA - CALLE DE SUIZA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,15,0,1,CALLE,0.6931471805599453
2017/1651,2017-02-14,2017,2,DE 15:00 A 15:59,MARTES,TETUAN,CALLE DE BRAVO MURILLO - CALLE DEL AZAHAR,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,15,0,1,CALLE,0.6931471805599453
2017/1593,2017-02-14,2017,2,DE 16:00 A 16:59,MARTES,ARGANZUELA,PASEO DE LAS DELICIAS NUM,COLISIÓN MÚLTIPLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,0,16,0,0,PASEO,1.0986122886681098
2017/1589,2017-02-14,2017,2,DE 16:00 A 16:59,MARTES,MONCLOA-ARAVACA,PASEO DE LA PUERTA DEL ANGEL NUM,CAÍDA BICICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,16,0,0,PASEO,0.6931471805599453
2017/1596,2017-02-14,2017,2,DE 16:00 A 16:59,MARTES,SALAMANCA,CALLE DE NUESTRA SEÑORA DE GUADALUPE NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,16,0,0,CALLE,0.6931471805599453
2017/1557,2017-02-14,2017,2,DE 16:00 A 16:59,MARTES,SAN BLAS,CALLE DE NICOLASA GOMEZ - CALLE DEL DISCOBOLO,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,0,16,0,1,CALLE,1.0986122886681098
2017/1582,2017-02-14,2017,2,DE 17:00 A 17:59,MARTES,PUENTE DE VALLECAS,PARQUE DE PALOMERAS BAJAS - TRAVESIA DE FELIPE DE DIEGO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,17,0,1,OTROS,0.6931471805599453
2017/1721,2017-02-14,2017,2,DE 18:00 A 18:59,MARTES,LATINA,CARRETERA DE BOADILLA DEL MONTE NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,18,0,0,CARRETERA,0.6931471805599453
2017/1561,2017-02-14,2017,2,DE 19:00 A 19:59,MARTES,CHAMBERI,CALLE DE LA BENEFICENCIA - CALLE DE MEJIA LEQUERICA,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,0,19,0,1,CALLE,0.6931471805599453
2017/1586,2017-02-14,2017,2,DE 19:00 A 19:59,MARTES,CIUDAD LINEAL,CALLE DE SALVADOR DE MADARIAGA NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,19,0,0,CALLE,0.6931471805599453
2017/1558,2017-02-14,2017,2,DE 19:00 A 19:59,MARTES,RETIRO,CALLE DEL DOCTOR ESQUERDO - PLAZA DEL CONDE DE CASAL,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,19,0,1,CALLE,0.6931471805599453
2017/1590,2017-02-14,2017,2,DE 19:00 A 19:59,MARTES,SAN BLAS,CALLE DE JULIAN CAMARILLO NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,19,0,0,CALLE,0.6931471805599453
2017/1594,2017-02-14,2017,2,DE 19:00 A 19:59,MARTES,VILLA DE VALLECAS,CALLE DEL PUERTO DE PORZUNA NUM,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,19,0,0,CALLE,1.0986122886681098
2017/1562,2017-02-14,2017,2,DE 20:00 A 20:59,MARTES,CHAMARTIN,CALLE DE ENRIQUE LARRETA - CALLE DE RAFAEL HERRERA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,20,0,1,CALLE,0.6931471805599453
2017/1584,2017-02-14,2017,2,DE 21:00 A 21:59,MARTES,CIUDAD LINEAL,CALLE DE ALCALA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,21,0,0,CALLE,0.6931471805599453
2017/1583,2017-02-14,2017,2,DE 21:00 A 21:59,MARTES,CIUDAD LINEAL,CALLE DE ARTURO SORIA NUM,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,21,0,0,CALLE,1.0986122886681098
2017/1595,2017-02-14,2017,2,DE 21:00 A 21:59,MARTES,SAN BLAS,ACCESO A LA AUTOVIA M-40 - AVENIDA DE CANILLEJAS A VICALVARO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,21,0,1,AUTOVIA,0.6931471805599453
2017/1592,2017-02-14,2017,2,DE 21:00 A 21:59,MARTES,SAN BLAS,CALLE DE CAMPEZO - CALLE DE DEYANIRA,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,21,0,1,CALLE,0.6931471805599453
2017/1570,2017-02-14,2017,2,DE 22:00 A 22:59,MARTES,ARGANZUELA,PASEO DE LAS DELICIAS NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,22,0,0,PASEO,0.6931471805599453
2017/1567,2017-02-15,2017,2,DE 7:00 A 7:59,MIERCOLES,ARGANZUELA,PASEO DE LOS MELANCOLICOS - PASEO DE PONTONES,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,0,7,0,1,PASEO,0.6931471805599453
2017/1610,2017-02-15,2017,2,DE 7:00 A 7:59,MIERCOLES,SALAMANCA,CALLE DE FRANCISCO SILVELA - CALLE DE PEDRO HEREDIA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,7,0,1,CALLE,0.6931471805599453
2017/1568,2017-02-15,2017,2,DE 8:00 A 8:59,MIERCOLES,BARAJAS,AVENIDA  CENTRAL NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,8,0,0,AVENIDA,0.6931471805599453
2017/1603,2017-02-15,2017,2,DE 8:00 A 8:59,MIERCOLES,CHAMARTIN,CALLE DE SERRANO NUM,CAÍDA BICICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,8,0,0,CALLE,0.6931471805599453
2017/1580,2017-02-15,2017,2,DE 8:00 A 8:59,MIERCOLES,HORTALEZA,CALLE DE JAENAR - CALLE DE SILVANO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,8,0,1,CALLE,0.6931471805599453
2017/1607,2017-02-15,2017,2,DE 9:00 A 9:59,MIERCOLES,CIUDAD LINEAL,CALLE DE EUSEBIO MARTINEZ BARONA - CALLE DE TORRELAGUNA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,9,0,1,CALLE,0.6931471805599453
2017/1606,2017-02-15,2017,2,DE 9:00 A 9:59,MIERCOLES,CIUDAD LINEAL,CALLE DE MALMOE - PLAZA DE ALSACIA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,1,9,0,1,CALLE,0.6931471805599453
2017/1604,2017-02-15,2017,2,DE 9:00 A 9:59,MIERCOLES,RETIRO,PASEO DE LA REINA CRISTINA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,9,0,0,PASEO,0.6931471805599453
2017/1573,2017-02-15,2017,2,DE 9:00 A 9:59,MIERCOLES,VICALVARO,AVENIDA DE LA DEMOCRACIA - AVENIDA DE LAS COMUNIDADES,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,9,0,1,AVENIDA,0.6931471805599453
2017/1575,2017-02-15,2017,2,DE 10:00 A 10:59,MIERCOLES,ARGANZUELA,PASEO DE LAS DELICIAS NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,10,0,0,PASEO,0.6931471805599453
2017/1733,2017-02-15,2017,2,DE 10:00 A 10:59,MIERCOLES,CENTRO,PASEO DE RECOLETOS NUM,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,10,0,0,PASEO,0.6931471805599453
2017/1614,2017-02-15,2017,2,DE 11:00 A 11:59,MIERCOLES,SALAMANCA,CALLE DE ROMA - CALLE DEL CARDENAL BELLUGA,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,11,0,1,CALLE,0.6931471805599453
2017/1585,2017-02-15,2017,2,DE 12:00 A 12:59,MIERCOLES,CARABANCHEL,CALLE DE LOS HERMANOS DEL MORAL - CALLE DEL GENERAL RICARDOS,ATROPELLO,3,0,0,0,0,1,0,0,0,0,0,0,1,1,4,1,1,0,1,12,0,1,CALLE,1.3862943611198906
2017/1605,2017-02-15,2017,2,DE 13:00 A 13:59,MIERCOLES,CIUDAD LINEAL,CALLE DE ASCAO - CALLE DE EMILIO FERRARI,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,13,0,1,CALLE,0.6931471805599453
2017/1613,2017-02-15,2017,2,DE 13:00 A 13:59,MIERCOLES,SALAMANCA,CALLE DE GOYA NUM,CAÍDA VIAJERO BUS,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,13,0,0,CALLE,0.6931471805599453
2017/1630,2017-02-15,2017,2,DE 16:00 A 16:59,MIERCOLES,CIUDAD LINEAL,AUTOVIA  M-30 CALZADA 2 KM.,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,16,0,0,AUTOVIA,1.0986122886681098
2017/1597,2017-02-15,2017,2,DE 17:00 A 17:59,MIERCOLES,CARABANCHEL,CALLE DEL GENERAL RICARDOS NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,17,0,0,CALLE,0.6931471805599453
2017/1655,2017-02-15,2017,2,DE 17:00 A 17:59,MIERCOLES,CHAMBERI,GLORIETA DE EMILIO CASTELAR,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,17,0,0,GLORIETA,0.6931471805599453
2017/1635,2017-02-15,2017,2,DE 17:00 A 17:59,MIERCOLES,LATINA,CALLE DE CAMARENA - CALLE DE ILLESCAS,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,17,0,1,CALLE,0.6931471805599453
2017/1724,2017-02-15,2017,2,DE 17:00 A 17:59,MIERCOLES,LATINA,CALLE DE CASTROSERNA - PLAZA DE REMONDO,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,1,0,0,0,17,0,1,CALLE,0.6931471805599453
2017/1619,2017-02-15,2017,2,DE 17:00 A 17:59,MIERCOLES,TETUAN,CALLE DE BRAVO MURILLO NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,17,0,0,CALLE,0.6931471805599453
2017/1623,2017-02-15,2017,2,DE 18:00 A 18:59,MIERCOLES,CHAMARTIN,CALLE DE JUAN BAUTISTA DE TOLEDO - CALLE DE ZABALETA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,18,0,1,CALLE,0.6931471805599453
2017/1621,2017-02-15,2017,2,DE 18:00 A 18:59,MIERCOLES,CHAMARTIN,PASEO DE LA CASTELLANA NUM,COLISIÓN MÚLTIPLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,18,0,0,PASEO,0.6931471805599453
2017/1622,2017-02-15,2017,2,DE 18:00 A 18:59,MIERCOLES,CIUDAD LINEAL,AVENIDA DE AMERICA KM.,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,18,0,0,AVENIDA,0.6931471805599453
2017/1632,2017-02-15,2017,2,DE 18:00 A 18:59,MIERCOLES,HORTALEZA,CALLE DE MARIA DE PORTUGAL NUM,ATROPELLO,3,0,0,0,0,1,0,0,0,0,0,0,1,0,5,1,0,0,1,18,0,0,CALLE,1.3862943611198906
2017/1634,2017-02-15,2017,2,DE 18:00 A 18:59,MIERCOLES,LATINA,CALLE DE NUESTRA SEÑORA DE LA LUZ NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,18,0,0,CALLE,0.6931471805599453
2017/1624,2017-02-15,2017,2,DE 19:00 A 19:59,MIERCOLES,CIUDAD LINEAL,AVENIDA DEL MARQUES DE CORBERA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,19,0,0,AVENIDA,0.6931471805599453
2017/1620,2017-02-15,2017,2,DE 19:00 A 19:59,MIERCOLES,CIUDAD LINEAL,CALLE DE ANTONIO CALVO - CALLE DE ESTEBAN MORA,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,19,0,1,CALLE,0.6931471805599453
2017/1631,2017-02-15,2017,2,DE 19:00 A 19:59,MIERCOLES,MONCLOA-ARAVACA,AUTOVIA  M-30 CALZADA 2 KM.,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,19,0,0,AUTOVIA,0.6931471805599453
2017/1617,2017-02-15,2017,2,DE 21:00 A 21:59,MIERCOLES,RETIRO,CALLE DE FERNAN GONZALEZ - CALLE DEL DOCE DE OCTUBRE,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,21,0,1,CALLE,0.6931471805599453
2017/1618,2017-02-15,2017,2,DE 21:00 A 21:59,MIERCOLES,TETUAN,CALLE DE ORENSE - CALLE DEL GENERAL YAGÜE,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,21,0,1,CALLE,0.6931471805599453
2017/1732,2017-02-15,2017,2,DE 22:00 A 22:59,MIERCOLES,ARGANZUELA,CALLE  30  14RC KM.,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,22,0,0,CALLE,0.6931471805599453
2017/1689,2017-02-15,2017,2,DE 22:00 A 22:59,MIERCOLES,FUENCARRAL-EL PARDO,AVENIDA DEL MONASTERIO DE SILOS - CALLE DEL MONASTERIO DE EL PAULAR,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,1,22,0,1,AVENIDA,0.6931471805599453
2017/1616,2017-02-15,2017,2,DE 22:00 A 22:59,MIERCOLES,MONCLOA-ARAVACA,CUESTA DE SAN VICENTE NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,22,0,0,OTROS,0.6931471805599453
2017/1600,2017-02-15,2017,2,DE 23:00 A 23:59,MIERCOLES,CHAMARTIN,CALLE DE MATEO INURRIA - CALLE DEL GENERAL LOPEZ POZAS,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,0,23,0,1,CALLE,0.6931471805599453
2017/1601,2017-02-16,2017,2,DE 00:00 A 00:59,JUEVES,SAN BLAS,AUTOVIA  M-40 - AVENIDA DE CANILLEJAS A VICALVARO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,AUTOVIA,0.6931471805599453
2017/1720,2017-02-16,2017,2,DE 7:00 A 7:59,JUEVES,ARGANZUELA,CALLE  30  NC KM.,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,7,0,0,CALLE,0.6931471805599453
2017/1691,2017-02-16,2017,2,DE 7:00 A 7:59,JUEVES,FUENCARRAL-EL PARDO,CALLE DE NUESTRA SEÑORA DE VALVERDE NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,7,0,0,CALLE,0.6931471805599453
2017/1608,2017-02-16,2017,2,DE 7:00 A 7:59,JUEVES,SAN BLAS,AVENIDA DE CANILLEJAS A VICALVARO - CALLE DE AQUITANIA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,7,0,1,AVENIDA,0.6931471805599453
2017/1643,2017-02-16,2017,2,DE 8:00 A 8:59,JUEVES,CARABANCHEL,CALLE DEL GENERAL RICARDOS NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,8,0,0,CALLE,0.6931471805599453
2017/1640,2017-02-16,2017,2,DE 8:00 A 8:59,JUEVES,MONCLOA-ARAVACA,CALLE DEL MIRADOR DE LA SIERRA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,8,0,0,CALLE,0.6931471805599453
2017/1712,2017-02-16,2017,2,DE 8:00 A 8:59,JUEVES,USERA,AVENIDA DE RAFAELA YBARRA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,8,0,0,AVENIDA,0.6931471805599453
2017/1612,2017-02-16,2017,2,DE 9:00 A 9:59,JUEVES,CHAMARTIN,AVENIDA DE ALFONSO XIII NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,9,0,0,AVENIDA,0.6931471805599453
2017/1609,2017-02-16,2017,2,DE 11:00 A 11:59,JUEVES,MORATALAZ,CALLE DE LA FUENTE CARRANTONA - CALLE DEL ARROYO FONTARRON,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,11,0,1,CALLE,0.6931471805599453
2017/1666,2017-02-16,2017,2,DE 11:00 A 11:59,JUEVES,SALAMANCA,CALLE DE FRANCISCO SILVELA NUM,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,11,0,0,CALLE,0.6931471805599453
2017/1647,2017-02-16,2017,2,DE 12:00 A 12:59,JUEVES,FUENCARRAL-EL PARDO,AUTOVIA  M-30 CALZADA 2 KM.,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,12,0,0,AUTOVIA,0.6931471805599453
2017/1642,2017-02-16,2017,2,DE 13:00 A 13:59,JUEVES,ARGANZUELA,CALLE DE FRAY LUIS DE LEON NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,13,0,0,CALLE,0.6931471805599453
2017/1725,2017-02-16,2017,2,DE 14:00 A 14:59,JUEVES,TETUAN,CALLE DE BARACALDO - CALLE DEL ARROYO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,14,0,1,CALLE,0.6931471805599453
2017/1657,2017-02-16,2017,2,DE 17:00 A 17:59,JUEVES,CHAMARTIN,CALLE DE POTOSI - CALLE DE VICTOR ANDRES BELAUNDE,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,17,0,1,CALLE,0.6931471805599453
2017/1734,2017-02-16,2017,2,DE 17:00 A 17:59,JUEVES,MONCLOA-ARAVACA,GLORIETA DE SAN VICENTE - PASEO DE LA VIRGEN DEL PUERTO,OTRAS CAUSAS,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,17,0,1,PASEO,0.6931471805599453
2017/1633,2017-02-16,2017,2,DE 18:00 A 18:59,JUEVES,CARABANCHEL,AVENIDA DE LOS POBLADOS NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,18,0,0,AVENIDA,0.6931471805599453
2017/1656,2017-02-16,2017,2,DE 18:00 A 18:59,JUEVES,FUENCARRAL-EL PARDO,CALLE DE MOLINS DE REY NUM,COLISIÓN MÚLTIPLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,18,0,0,CALLE,0.6931471805599453
2017/1627,2017-02-16,2017,2,DE 19:00 A 19:59,JUEVES,FUENCARRAL-EL PARDO,CALLE DE SANDALIA NAVAS - CALLE DE VICENTE BAENA,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,19,0,1,CALLE,1.0986122886681098
2017/1650,2017-02-16,2017,2,DE 19:00 A 19:59,JUEVES,MONCLOA-ARAVACA,AVENIDA DE SENECA - CARRETERA DE CASTILLA,COLISIÓN MÚLTIPLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,19,0,1,CARRETERA,0.6931471805599453
2017/1653,2017-02-16,2017,2,DE 19:00 A 19:59,JUEVES,SALAMANCA,CALLE DE DIEGO DE LEON - CALLE DE SERRANO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,19,0,1,CALLE,0.6931471805599453
2017/1652,2017-02-16,2017,2,DE 20:00 A 20:59,JUEVES,PUENTE DE VALLECAS,AVENIDA DEL MONTE IGUELDO NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,20,0,0,AVENIDA,0.6931471805599453
2017/1654,2017-02-16,2017,2,DE 21:00 A 21:59,JUEVES,MONCLOA-ARAVACA,CALLE DE FRANCOS RODRIGUEZ - CALLE DEL ANGEL DE LA GUARDA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,21,0,1,CALLE,0.6931471805599453
